47130.26,4.1100
47130.87,4.71
47131.98,4.72
47132.92,4.73
47134.93,4.75
47135.19,4.7600
47135.20,4.1600
47135.89,4.76
47137.96,4.78
47140.84,4.81
47140.86,4.8
47141.89,4.82
47142.31,4.8300
47142.32,4.6400
47142.85,4.83
47143.86,4.84
47143.98,4.84
47144.78,4.84
47145.16,4.8600
47145.18,4.8500
47145.19,4.8700
47146.83,4.86
47147.13,4.8900
47147.15,4.8800
47147.79,4.86
47148.86,4.88
47151.15,4.9100
47151.16,4.9200
47151.17,4.9100
47151.84,4.92
47151.94,4.92
47152.93,4.93
47154.01,4.93
47154.94,4.95
47155.82,4.96
47156.83,4.97
47157.81,4.97
47158.14,4.9600
47158.15,4.9900
47158.16,5.0100
47158.84,4.98
47159.88,5
47162.08,4.99
47162.87,5.02
47163.9,5.03
47164.89,5.04
47165.9,5.05
47166.10,5.0100
47166.11,5.0600
47166.12,5.0600
47166.94,5.05
47167.87,5.07
47168.99,5.08
47169.81,5.09
47170.79,5.09
47171.11,5.0800
47171.12,5.0900
47171.13,5.1200
47171.9,5.09
47172.88,5.12
47173.9,5.13
47174.9,5.14
47175.8,5.16
47176.82,5.17
47177.88,5.17
47178.10,5.1700
47178.11,5.1900
47178.12,5.1900
47180.09,5.2000
47180.10,5.2100
47180.11,5.2000
47181.07,5.2700
47181.95,5.23
47182.96,5.22
47184.97,5.25
47185.96,5.26
47186.82,5.27
47187.09,5.2600
47187.10,5.2800
47187.81,5.28
47188.81,5.3
47189.11,5.2900
47189.12,5.3000
47189.14,5.2900
47190.79,5.31
47191.87,5.32
47192.83,5.33
47193.79,5.34
47194.12,5.3500
47194.13,5.3500
47194.8,5.35
47195.13,5.3700
47195.14,5.3600
47195.15,5.3100
47195.79,5.37
47197.94,5.39
47198.09,5.4000
47198.10,5.4000
47200.95,5.43
47201.94,5.43
47202.94,5.44
47203.87,5.45
47204.91,5.48
47205.08,5.4800
47205.09,5.4800
47208.9,5.51
47211.11,5.5400
47211.12,5.5400
47211.77,5.54
47212.77,5.55
47213.77,5.57
47214.8,5.58
47216.81,5.6
47218.06,5.6100
47218.07,5.6100
47218.82,5.61
47218.84,5.62
47219.04,5.6100
47219.82,5.62
47221.03,5.6500
47221.04,5.6300
47221.05,5.6300
47222.81,5.67
47223.81,5.68
47227.06,5.7200
47227.07,5.7000
47229.77,5.76
47231.03,5.7600
47231.04,5.7600
47231.05,5.1600
47232.79,5.79
47234.78,5.8
47235.75,5.81
47236.02,5.8100
47236.03,5.8100
47236.04,5.8000
47236.75,5.83
47238.75,5.85
47239.75,5.85
47240.05,5.8900
47240.06,5.8800
47240.07,5.8700
47240.75,5.87
47241.75,5.88
47242.75,5.89
47243.10,5.9000
47243.11,5.9100
47243.75,5.91
47245.04,5.9200
47245.04,5.9300
47245.05,5.9200
47245.75,5.93
47246.74,5.94
47247.74,5.96
47249.00,5.9700
47249.01,5.9500
47249.02,5.9700
47249.74,5.99
47250.74,5.99
47251.01,5.9900
47251.02,5.9900
47251.04,5.9900
47251.74,6
47252.74,6
47258.04,6.0800
47258.06,6.0700
47258.76,6.09
47259.73,6.1
47260.86,6.11
47261.73,6.12
47262.73,6.14
47263.73,6.14
47264.76,6.15
47265.00,6.1700
47265.01,6.1700
47265.78,6.16
47266.73,6.19
47267.73,6.2
47268.01,6.2100
47268.02,6.1900
47269.73,6.23
47271.03,6.2300
47271.05,6.2400
47273.73,6.27
47274.73,6.29
47276.00,6.3000
47276.01,6.3100
47276.02,6.3000
47277.74,6.33
47278.83,6.33
47279.87,6.35
47280.74,6.36
47281.73,6.38
47282.73,6.38
47283.73,6.39
47285.72,6.42
47286.01,6.4200
47286.03,6.4300
47286.71,6.44
47287.71,6.44
47288.71,6.46
47289.00,6.4600
47289.01,6.4700
47289.02,6.4600
47289.71,6.49
47290.72,6.49
47291.73,6.51
47296.72,6.56
47297.72,6.57
47298.74,6.6
47304.00,6.6600
47304.98,6.6700
47304.99,6.6700
47310.76,6.76
47316.76,6.84
47321.17,6.92
47322.17,6.93
47322.7,6.92
47326.01,6.9800
47326.03,6.9500
47327.72,6.99
47328.72,7.01
47329.72,7.03
47330.72,7.04
47333.74,7.08
47334.17,7.14
47336.17,7.1
47337.14,7.12
47343.16,7.24
47353.16,7.37
47354.15,7.43
47355.16,7.44
47356.13,7.44
47357.16,7.45
47359.13,7.48
47362.15,7.54
47364.13,7.58
47365.13,7.58
47366.13,7.61
47367.13,7.62
47368.12,7.63
47369.14,7.64
47370.14,7.66
47372.13,7.7
47373.15,7.72
47374.15,7.74
47376.12,7.78
47377.13,7.79
47378.14,7.82
47379.12,7.84
47380.13,7.85
47382.14,7.9
47383.13,7.92
47384.13,7.93
47385.14,7.94
47386.13,7.97
47388.12,8.01
47389.15,8.03
47390.14,8.04
47393.13,8.11
47394.14,8.13
47399.09,8.24
47408.05,8.43
47408.14,8.42
47409.1,8.44
47410.08,8.48
47411.11,8.5
47412.02,8.51
47415.99,8.6
47417.02,8.62
47421.99,8.74
47425.0,8.81
47426.04,8.83
47427.08,8.85
47428.11,8.87
47429.03,8.89
47431.06,8.95
47435.04,9.05
47436.01,9.07
47437.03,9.09
47437.95,9.1
47439.06,9.13
47444.03,9.26
47447.91,9.34
47451.98,9.41
47453.08,9.45
47454.96,9.5
47457.96,9.56
47459.91,9.6
47461.02,9.62
47461.93,9.63
47463.9,9.67
47465.92,9.72
47529.5,10.92
47572.5,11.53
47599.5,11.92
47639.5,12.42
47642.5,12.38
47654.5,12.62
47668.5,12.81
47694.5,13.04
47789.5,13.85
47810.5,14.15
47840.5,14.33
47851.5,14.42
47872.5,14.47
47889.5,14.57
47895.5,14.71
47936.5,14.88
47996.5,15.13
47997.5,15.14
48012.5,15.23
48017.5,15.25
48044.5,15.41
48070.5,15.41
48075.5,15.42
48103.5,15.55
48114.5,15.53
48144.5,15.62
48184.5,15.72
48190.5,15.78
48218.5,15.82
48231.5,15.94
48251.5,15.93
48265.5,15.78
48269.5,15.83
48272.5,15.85
48336.5,15.99
48396.5,16.11
